18	547	96	4368	21370	2.1941e+05	1.917e+05	311	76	24	0	51	42	37	27	36	7	2.2343e+05	523	801	15607	4416	3.8959e+05	1985	36	2227	179	246	20	1338	12697	9525	2.8025e+05	154	927	12706	2.1511e+05	1.4464e+05	81745	1.7763e+05	2438	5.5379e+05	65713	4.0058e+05	348	15	84391	37857	208	3737	559	2.3036e+05	79	1.2757e+05	888	2.1786e+05	4437	13465	16285	1.5135e+05	6456	29144	28037	2.2416e+05	59326	66	1.5742e+05	1311	64895	3.1507e+05	6209	85007	7885	19	22	3.0754e+05	6	182	268	460	118	48996	200	69	6846	42861	547	1.9793e+05	35	21736	113	2.5757e+05	18354	1092	278	20483	212	4.458e+05	15010	130	2.5656e+05	49	14	1649	50377	71325	10	1276	21	395	67031	1.2186e+05	1.0017e+05	375	18884	21	68	3.9132e+05	3.2255e+05	38	376	50	32	975	13	10570	77129	47347	11899	154	8548	83857	5.3418e+05	1690	5311	49175	49	3.0897e+05	4.4027e+05	88605	2126	61	1.0812e+05	64108	1.4113e+05	404	9	548	905	696	1.7343e+05	268	537	5.4377e+05	328	1453	6	40	1390	74	220	206	1.6739e+05	1.4596e+05	5.7086e+05	6734	1472	1.1556e+05	1169	194	935	4.8874e+05	32091	2.0142e+05	2.1624e+05	18561	35	1.8446e+05
134	42250	5764	1995	91	62	269	16271	22	80	51	0	3946	283	97	2782	28	196	4201	17501	664	1925	111	6846	337	2301	289	16585	23	326	34	913	359	1153	3384	2626	170	171	219	178	2116	62	1689	97	1690	102	623	105	4	7587	4532	94	13404	34	7266	69	1267	87	690	53	456	18	140	1063	135	8914	30	4189	174	470	25	315	338	1067	93	46	12	1.027e+05	504	24	233	337	28	32164	72	1670	7887	161	66	874	8	222	984	993	6650	136	63694	90	2390	16	182	10799	94	2714	38	154	15	3794	25	755	21	231	31	5865	19	26	195	94	411	96	2286	3009	1086	3532	23	29	70	98	358	3626	947	128	40	262	2629	25	840	87	161	1095	2023	432	488	134	27	342	30	57262	365	577	140	3760	2628	234	1674	1172	27	589	1211	178	7111	1.25e+05	237	359	68	3555	26	373	2499	584	1720	60	700	464	152	33	97	401
918	758	6722	246	23	48	14	380	21	365	42	3946	0	20947	245	2427	60	16	1337	469	144	132	18	329	4412	94	205	1039	92	69	11	67	61	804	172	83	57	38	46	17	428	48	57	19	655	580	57	45	2	436	974	11	2643	17	195	26	151	40	144	7	51	3	84	29	33	8576	7	517	56	17	7	60	46	7409	168	30	12	23395	817	8	471	119	11	447	10	163	543	62	163	95	5	70	63	181	7960	40	6099	33	64	13	23	2547	284	293	7	48	42	144	106	1039	17	40	22	704	23	33	820	23	31	400	1365	17392	9985	841	37	5	46	30	44	1340	119	134	10	85	321	4	11064	42	82	34	277	2619	75	52	37	356	46	455	186	203	10	1925	581	32	397	212	35	6694	110	491	167	1098	81	29	26	196	2	45	226	2430	71	31	72	21	25	15	677	36
1526	567	1223	130	30	26	18	208	13	3829	37	283	20947	0	2790	1044	122	22	258	146	81	39	29	75	29172	134	90	204	345	30	23	38	32	198	92	125	36	45	24	24	86	19	40	20	143	3927	38	37	3	114	161	21	229	19	171	62	54	32	40	22	54	16	75	25	34	13378	22	162	57	66	28	43	40	2145	887	23	13	13614	153	8	244	32	14	147	9	96	158	33	2391	38	5	26	25	59	7605	32	3566	12	29	17	24	1035	2251	97	26	32	49	78	282	230	7	63	18	144	19	57	5967	40	42	2079	355	4665	11143	83	75	13	26	30	55	483	66	80	13	40	186	25	12510	23	50	67	263	4272	20	56	25	115	116	656	90	49	30	162	163	32	97	84	36	7251	95	670	38	416	38	29	19	85	7	13	90	546	53	22	106	28	63	14	2196	24
2484	80	110	36	14	12	46	72	12	2841	27	97	245	2790	0	200	133	9	32	45	31	18	6	24	288	60	37	35	3019	68	25	23	18	82	23	56	10	21	14	6	40	13	35	17	52	3852	16	30	2	72	33	7	182	7	23	19	33	15	26	12	18	5	37	31	18	719	7	23	24	26	12	12	20	981	2713	15	33	1377	89	6	155	30	4	77	15	46	53	20	32569	28	4	6	20	74	336	17	75	19	16	23	14	373	2845	36	7	18	68	21	2760	49	4	20	24	33	9	108	1.8438e+05	9	15	695	47	313	1747	47	317	3	20	16	24	61	34	50	5	28	29	4	204	22	18	23	29	306	19	12	21	72	422	30	32	27	10	39	49	15	38	27	156	205	41	897	46	37	18	13	18	34	6	17	50	81	48	21	28	17	9	12	1075	15
304	1781	33783	632	52	92	43	3707	22	393	36	2782	2427	1044	200	0	24	186	3330	266	511	263	37	2874	928	644	188	3965	47	159	9	130	90	520	2786	364	155	90	72	34	672	48	444	55	696	176	136	71	6	4767	6984	32	3247	29	2402	25	253	59	209	32	143	17	914	131	153	5851	43	1305	73	154	12	92	98	500	159	52	18	14545	693	15	682	183	16	1198	39	329	2955	250	51	574	14	403	213	374	16823	90	11274	37	473	16	81	3353	536	926	53	113	16	1355	38	3001	19	135	10	4575	34	25	157	82	186	275	3192	17090	4104	871	17	6	58	66	89	4439	507	197	22	115	1138	16	6042	103	55	196	1449	3298	133	404	84	602	40	5586	136	209	39	3784	5077	136	939	429	33	5611	173	545	525	6690	529	58	57	1785	6	92	928	2479	112	28	492	105	134	22	191	136
531	23	29	16	8	7	5	18	9	129	7	28	60	122	133	24	0	8	11	20	9	9	6	6	42	4	19	9	183	13	9	8	11	13	9	9	11	8	8	8	8	8	9	7	13	368	7	8	1	12	20	5	26	6	12	11	11	12	8	3	12	3	13	6	9	40	3	18	9	5	7	8	11	108	204	4	373	39	35	4	23	13	9	32	4	11	28	10	80	18	3	6	6	24	39	7	32	5	7	7	7	37	155	6	4	9	220	6	109	12	3	8	3	16	5	704	144	8	3	194	13	36	49	9	219	2	9	7	7	27	9	16	6	12	16	6	16	9	10	5	12	24	13	14	9	26	578	16	20	11	4	10	10	8	16	15	1216	41	10	69	32	33	12	10	8	8	3	8	12	16	25	6	9	6	9	4	241	9
13	1309	334	4386	4877	1.3002e+05	7.0067e+05	2381	38	21	2.2343e+05	196	16	22	9	186	8	0	7169	4144	1.2942e+05	1.021e+05	8.1659e+05	58833	48	29632	390	1597	7	17013	335	83241	9.0032e+05	348	9574	61962	3.8301e+05	5.4952e+05	6.1913e+05	7.6748e+05	25057	1.7923e+05	2.1025e+05	30934	1655	13	9.5417e+05	42603	44	4246	17912	4.8244e+05	80	25091	8819	1.7942e+05	3.4449e+05	11183	92352	7761	57112	986	1.1515e+05	9.4281e+05	80409	247	13030	11404	41919	4.8088e+05	3282	9.4466e+05	29424	39	18	12392	4	79	478	1321	171	1.4982e+05	62	273	2925	8.139e+05	2957	3.218e+05	6	28146	891	3.5361e+05	4.1269e+05	2862	66	13553	86	2.3391e+05	6.9792e+05	92	7.1829e+05	67	14	2871	7058	8.4227e+05	7	8897	6	3981	928	89793	3285	968	7670	9	14	7.7403e+05	8.292e+05	30	813	49	25	41755	6	406	18135	23370	26614	1510	3.4541e+05	6030	3.7105e+05	1704	5.6699e+05	3986	96	1.7182e+05	2.7594e+05	3.4487e+05	25753	234	9.3502e+05	1.6548e+05	92384	605	8	13861	1638	1424	5.8002e+05	1242	2272	8.9312e+05	1918	16181	9	65	13727	152	831	1187	2.1803e+05	7.8491e+05	2.8904e+05	25881	92	4.3298e+05	17110	425	4340	66323	3.2042e+05	2.6796e+05	8.6515e+05	1668	33	8.1881e+05
38	3178	5910	97598	245	523	1208	77373	20	36	523	4201	1337	258	32	3330	11	7169	0	1644	29698	19669	1619	5.6535e+05	180	57626	961	2.0135e+05	34	1159	53	26347	3860	2821	1.3298e+05	2.2056e+05	8040	998	1660	600	44527	340	50198	191	6578	35	20576	5080	21	3.8673e+05	3.0224e+05	4352	1133	217	84575	363	2070	743	13508	105	14539	22	5668	3700	3132	863	52	24189	409	7807	52	26001	1945	203	27	232	8	4329	8226	62	383	3443	17	1254	224	39256	1.863e+05	3106	39	2854	56	649	43362	82850	17986	315	45546	670	1.2633e+05	15	3798	999	68	12825	69	4249	22	3.7204e+05	26	13330	76	811	44	5.8214e+05	383	9	72	1402	2907	52	9013	513	388	7.3041e+05	13	42	294	302	808	14582	59084	262	184	997	82400	146	1675	1962	537	8045	4835	698	32196	7408	701	2658	13	7654	383	513	1289	27091	27198	6904	51012	31040	8	857	5781	297	1052	6637	3423	4397	2243	1.6715e+05	24	11438	92330	20267	986	1159	8350	5208	10370	106	62	2106
39	8582	255	932	544	1462	3233	11895	49	62	801	17501	469	146	45	266	20	4144	1644	0	8316	3969	1962	5783	157	2982	204	10544	29	1143	36	3018	3417	316	1455	3730	3127	1530	1865	2545	2753	625	2275	780	519	33	8905	1016	10	2337	2247	601	173	249	12498	660	6171	405	3735	689	2361	52	15005	5002	892	531	232	8958	1545	2710	95	3861	1090	299	52	230	24	1044	344	56	139	3007	23	1440	69	9537	3495	1684	24	1011	46	1075	5013	1524	633	343	1214	1365	5356	41	2021	330	114	783	141	4486	22	1985	19	280	58	362	99	3535	88	23	81	2053	4027	62	498	401	249	3525	18	46	414	137	2075	1364	4486	431	395	425	9441	101	180	554	838	5465	26320	142	2999	2265	322	196	19	17760	2261	820	1244	2122	1603	2088	650	1617	18	362	1164	96	1306	1371	6229	2514	1523	3400	42	2972	2410	164	3448	300	13574	3260	2576	104	65	3911
29	34481	1055	9939	5036	40702	85275	9854	34	36	15607	664	144	81	31	511	9	1.2942e+05	29698	8316	0	64750	7881	97580	93	21681	504	66794	15	8867	24	22483	4.487e+05	736	16954	1.3261e+05	4.2987e+05	15322	25068	21423	46062	3610	67517	5555	5511	40	5.7277e+05	11672	18	2.3032e+05	2.5823e+05	3545	238	1123	3.5543e+05	3860	3.04e+05	2611	5.7506e+05	656	18195	120	3.4352e+05	1.325e+05	87834	1663	420	25355	94724	61266	104	1.438e+05	2279	72	25	1154	4	429	670	133	178	2.3906e+05	44	2169	167	9.8023e+05	25801	73625	10	8211	28	25335	89515	4172	4187	3935	5449	11614	1.2447e+05	40	15991	147	30	5101	345	36232	11	51277	19	6305	143	14203	198	52637	436	11	30	11895	73785	147	4785	159	62	57246	22	46	2479	1084	27038	4289	32344	5182	1937	1015	3.818e+05	249	415	24599	7376	6.7719e+05	6.5315e+05	418	3.4539e+05	5.459e+05	8187	412	34	24949	2510	2211	9975	8085	3361	11493	7353	11610	16	301	16836	123	2176	15960	4.3821e+05	19621	1.1571e+05	99757	34	37215	1.6313e+05	1037	5268	6800	1.3205e+05	34027	95011	280	41	29595
15	3118	540	8371	507	6381	17798	15553	17	36	4416	1925	132	39	18	263	9	1.021e+05	19669	3969	64750	0	7973	2.6569e+05	84	64118	856	1.8463e+05	12	3186	75	36482	1.3798e+05	1086	1.0923e+05	1.6672e+05	16661	4189	26853	2525	43395	9457	4.1316e+05	3936	2901	17	3.6301e+05	4347	25	10782	6726	1982	315	767	46788	4415	28415	2427	2.9021e+05	747	1.0723e+05	84	13835	3.3766e+05	6749	286	179	18055	1450	63589	358	1.0204e+05	4013	49	18	878	12	386	2892	140	403	1.0644e+05	23	1136	161	3.5855e+05	1.02e+05	51500	17	6874	45	4063	1.811e+05	11031	465	2535	5196	20250	3.8795e+05	22	53568	548	17	8966	435	31522	13	60965	12	3903	430	2777	285	4748	1020	13	30	6161	59021	131	4493	92	66	2.4794e+05	10	68	1348	667	7739	2106	87646	606	4403	2973	1.914e+05	632	502	7621	10774	1.2709e+05	21508	262	3.3692e+05	6696	1486	1305	9	8603	719	1562	3784	3680	2241	17524	5753	15753	9	198	67802	164	1661	3086	22852	19438	16348	3.8428e+05	27	45369	1.4915e+05	462	2229	4301	2.5962e+05	8232	16015	674	85	1.2735e+05
8	831	70	1634	15260	1.599e+05	5.7708e+05	639	111	15	3.8959e+05	111	18	29	6	37	6	8.1659e+05	1619	1962	7881	7973	0	1548	31	4779	272	591	6	4790	6746	32725	1.4632e+05	208	2825	4658	3.1766e+05	1.7715e+05	2.7061e+05	9.9358e+05	3769	2.8276e+05	38764	97012	591	14	4.7982e+05	51804	147	740	465	8.8566e+05	31	4.319e+05	2356	4.737e+05	14501	6502	27409	1.3138e+05	3497	3612	21896	6.087e+05	44291	94	2.7706e+05	2833	24423	1.2001e+05	25750	4.8339e+05	12621	22	12	31466	3	56	479	12507	113	46919	269	76	26163	53929	683	86907	4	46005	4365	8.7297e+05	6041	1566	177	15033	37	8.5934e+05	21545	477	4.5205e+05	27	12	880	1.3177e+05	2.555e+05	4	1572	14	742	20141	4.751e+05	1.7483e+05	928	7636	8	16	8.7173e+05	5.824e+05	26	614	27	28	1717	11	4303	69863	20345	8338	217	9826	17942	6.7895e+05	2244	63027	5.2446e+05	143	1.6928e+05	1.2662e+05	70187	5007	69	1.85e+05	24324	2.398e+05	249	11	1916	1190	1139	2.9576e+05	527	946	2.4361e+05	485	2837	9	61	5098	47	467	233	3.0205e+05	60730	8.7347e+05	7333	2992	1.6544e+05	1474	230	3019	4.3269e+05	68323	74449	6.289e+05	19776	34	5.0514e+05
26	12289	3584	23043	495	1307	21476	24138	31	44	1985	6846	329	75	24	2874	6	58833	5.6535e+05	5783	97580	2.6569e+05	1548	0	123	91358	425	6.8544e+05	17	1965	50	20094	7824	1422	1.669e+05	1.5353e+05	56173	23083	12934	1086	1.2486e+05	4569	32207	1079	24147	13	83301	9105	9	78767	5.9763e+05	1498	1175	273	4.1236e+05	445	16897	1873	2.564e+05	264	25735	40	14743	1.4316e+05	21766	1054	159	1.0884e+05	2273	11871	119	27605	6686	81	24	440	4	1449	1961	44	326	42481	28	1842	147	7.6141e+05	2.3098e+05	7963	27	3269	23	5436	3.0285e+05	6219	1977	664	11484	1560	1.6108e+05	19	7195	462	24	13199	140	10898	10	6.8214e+05	16	8716	65	10175	75	1.6653e+05	623	11	26	7633	21792	84	4744	273	95	5.2503e+05	12	39	314	592	8034	26687	2.4772e+05	416	438	1196	2.307e+05	257	2905	6901	1398	3.9604e+05	53215	427	75215	61572	3052	1858	23	19551	856	834	3176	1.1637e+05	26159	6917	31827	53225	10	631	6283	139	2158	11536	28050	9201	12886	8.5962e+05	23	1.0144e+05	2.5617e+05	3900	2129	1767	36346	1.2462e+05	93197	141	156	7989
403	227	6131	126	33	32	35	267	11	708	36	337	4412	29172	288	928	42	48	180	157	93	84	31	123	0	109	127	419	122	53	12	57	32	297	273	183	56	33	34	66	266	23	61	13	588	650	50	51	8	164	231	22	171	27	324	23	71	32	81	17	42	8	68	78	66	11585	13	159	58	35	15	54	45	995	221	28	17	2052	268	13	189	38	10	86	16	159	281	63	414	36	14	40	65	74	2890	52	1375	24	48	14	22	258	1288	223	21	70	29	114	131	1068	20	40	22	193	20	46	855	52	31	2077	579	6365	1678	147	68	10	34	28	30	1248	172	73	27	50	159	35	70775	40	24	53	148	4246	42	78	39	283	85	220	71	63	18	302	344	50	190	105	19	8744	57	775	69	588	43	39	54	76	8	22	109	1688	38	28	94	22	56	24	894	54
23	2192	622	29003	453	31031	46360	10845	28	42	2227	2301	94	134	60	644	4	29632	57626	2982	21681	64118	4779	91358	109	0	514	1.1782e+05	19	2399	196	99663	42621	3445	48222	3.0111e+05	28187	12110	29315	1463	1.8911e+05	1169	2.5831e+05	1666	5121	21	3.0143e+05	9006	48	11171	1.0942e+05	5685	695	1433	1.4788e+05	1889	8730	3827	40107	304	2.9429e+05	67	6952	78150	6212	429	248	20034	2673	44359	150	2.0659e+05	7091	58	23	505	5	342	1243	152	460	23748	111	1666	538	1.9594e+05	40110	12142	18	36898	103	10403	3.1886e+05	18051	716	3710	1231	7593	2.1054e+05	36	34982	773	37	11945	433	13882	13	3.015e+05	16	3694	489	2988	159	35832	698	9	24	10356	19798	50	2926	169	98	1.4162e+05	8	180	2630	5695	10064	8234	64386	393	2868	1179	2.0259e+05	484	744	15037	1548	71295	7095	237	86584	13488	1747	1304	13	16934	597	1926	14464	7819	4016	1.0119e+05	18034	36331	7	249	10946	83	2307	3136	31111	26639	12344	3.0416e+05	42	1.784e+05	1.2576e+05	1198	1714	5238	31852	21468	30062	386	35	48849
54	164	224	309	143	282	471	328	25	44	179	289	205	90	37	188	19	390	961	204	504	856	272	425	127	514	0	741	29	1135	69	347	316	246	521	427	226	329	306	310	820	217	570	141	211	41	472	198	43	294	374	260	216	117	482	167	544	141	432	105	484	74	239	565	336	148	82	329	348	465	76	305	254	113	36	89	9	309	429	51	1169	380	44	312	78	386	614	270	38	492	49	225	635	582	244	145	285	164	472	27	273	145	37	577	111	467	18	926	22	501	106	172	70	291	97	16	41	268	481	59	284	135	95	369	24	71	182	171	226	313	618	101	129	2788	448	88	99	175	102	321	425	141	469	313	188	260	26	251	148	872	241	510	412	341	304	350	15	135	318	61	314	600	193	355	374	727	56	490	776	339	319	205	729	361	215	80	47	522
56	22749	8620	11983	349	271	964	1.1627e+05	50	106	246	16585	1039	204	35	3965	9	1597	2.0135e+05	10544	66794	1.8463e+05	591	6.8544e+05	419	1.1782e+05	741	0	34	2988	11	8524	5256	2308	52598	4.7299e+05	30003	3338	1037	615	38764	129	29604	417	8642	28	87978	5260	4	7.3855e+05	6.406e+05	1279	1496	93	3.2525e+05	91	20610	553	24775	183	16431	34	30600	32053	1919	50189	134	97882	717	1551	64	8275	1280	357	40	185	9	6147	1783	35	427	4188	70	2235	186	4.7952e+05	2.2712e+05	11223	32	2981	5	15194	1.0403e+05	15589	32393	933	2.5197e+05	640	1.5857e+05	8	1185	1229	108	17061	338	11202	11	5.3392e+05	20	7853	45	2136	35	1.5058e+05	289	16	31	2669	29733	72	11017	2353	410	4.8054e+05	13	56	211	476	1158	70976	42630	967	183	3123	3.2663e+05	25	4740	2699	640	2.2445e+05	72926	3376	4980	47298	2753	2257	11	2.5403e+05	1251	1856	711	3.562e+05	42371	1104	31347	46804	9	2084	9173	259	2582	4.5335e+05	3625	2924	735	3.7044e+05	29	13852	55830	16362	1210	327	2.095e+05	4918	21301	76	138	6252
3186	30	53	19	17	16	17	22	8	856	20	23	92	345	3019	47	183	7	34	29	15	12	6	17	122	19	29	34	0	17	17	23	13	39	19	40	11	20	12	6	22	14	16	12	26	1753	11	15	3	28	36	7	75	7	30	16	12	16	17	9	21	4	9	26	17	56	7	20	18	29	8	8	23	108	854	15	144	70	31	6	42	14	7	88	5	18	28	17	1469	26	4	6	12	30	63	12	28	10	12	16	10	91	609	22	24	13	561	16	9269	25	4	22	14	22	16	227	4512	7	18	233	27	84	91	45	392	4	24	12	28	34	17	9	9	16	9	4	59	18	16	30	13	44	14	13	10	23	502	14	22	21	15	20	23	10	18	29	311	75	42	171	24	14	6	17	20	18	4	12	22	25	52	28	20	14	6	7	291	11
