gene	GSM446731	GSM446732	GSM446733	GSM446734	GSM446735	GSM446736	GSM446737	GSM446738	GSM446739	GSM446740	GSM446741	GSM446742	GSM446743	GSM446744	GSM446745	GSM446746	GSM446747	GSM446748	GSM446749	GSM446750	GSM446751	GSM446752	GSM446753	GSM446754	GSM446755	GSM446756	GSM446757	GSM388115	GSM388116	GSM388117	GSM388118	GSM388119	GSM388120	GSM388121	GSM388122	GSM388123	GSM388124	GSM388125	GSM388126	GSM388127	GSM388128	GSM388129	GSM388130	GSM388131	GSM388132	GSM388133	GSM388134	GSM388135	GSM388136	GSM388137	GSM388138	GSM388139	GSM388140	GSM388141	GSM388142	GSM388143	GSM388144	GSM388145	GSM388146	GSM388147	GSM388148	GSM388149	GSM388150	GSM388151	GSM388152	GSM388153
STK39	9.10534259	9.71210048	9.26270976	8.075161455	9.330078189	9.273445948	8.520340691	8.401059539	8.94237557	9.358472138	9.255727575	9.010947374	8.341845325	8.521978637	8.489970204	8.487619619	7.842659551	7.656832224	6.294735888	7.3082286	7.610765915	7.608749644	8.327111276	9.353782335	8.476068218	9.218466524	8.867905826	8.120524182	8.381778992	8.978225474	8.984722117	9.518923553	9.361677551	9.357507352	7.417034608	8.300291105	8.174635384	8.397532685	8.931501793	8.178886273	7.01454676	8.348627548	7.93751413	7.900835876	8.904560317	8.066744595	8.146424461	8.685915919	7.798877476	8.669024173	7.770741719	9.045755379	8.814747146	8.162058119	9.068901242	9.017618889	9.111631765	8.416241466	9.106225278	8.722111633	9.484335673	7.952140612	8.678546033	8.381085006	8.407134567	8.451411795
STK10	6.32709439	7.173593789	6.823870971	6.621372668	6.769818695	7.058311377	6.929284084	6.142266267	6.192039131	6.026785346	6.210194166	6.529293821	7.188175686	6.092938617	6.691831305	6.420684039	6.623211902	6.273064883	7.232524686	6.268133128	7.083075082	7.747922488	7.439821784	6.903336266	6.746989993	5.881925895	6.265612965	7.300540545	7.557206672	6.334855428	6.342718745	6.509589585	6.591791931	6.589881821	6.647997519	6.391046174	7.569995911	7.175462606	6.634769552	6.104909491	6.840560083	5.891071548	7.349914317	6.631308552	6.216460893	6.621008921	6.24918613	6.312435109	7.327129909	7.013293712	6.740441167	6.693826688	5.823488026	7.071337679	6.385054213	6.639498603	6.766422728	5.932611337	6.226856325	6.58408944	5.981404193	7.115399052	6.899451238	7.200409399	6.892683037	6.164632075
STIL	5.929838198	4.746893772	6.439188101	6.407031741	7.423241685	6.186700964	5.123652543	5.15377765	5.486304081	5.509193941	5.525250017	6.30628844	6.15790436	5.358261409	5.337710644	5.682810942	5.230338277	4.766025451	5.771472201	6.25863226	5.336695457	5.390618846	5.480790804	4.626740616	6.76153628	5.450801023	5.626325751	5.899471235	6.146585791	6.451980974	6.652977704	6.072714039	5.955897151	6.015314599	4.952767853	4.761733851	5.565306539	5.251548593	6.105486277	4.97754711	4.92283807	6.703912384	4.614578066	5.155189946	5.053156803	5.586520928	5.003492133	5.545913939	5.575657128	6.843829351	5.908208774	5.591798995	5.238857574	5.523166604	6.126465833	5.591437864	7.193616087	4.983187529	5.788690396	5.457279803	5.658369832	5.829479957	6.112171793	5.254326795	5.771070215	5.233692342
STEAP2	7.004472577	7.31584179	6.484152459	6.685627518	6.955766566	7.277067942	7.030864579	6.892470559	7.053783559	7.756496943	6.615329296	7.452729609	6.735974678	5.935533283	6.305373856	6.206365482	6.143741399	6.2576351	6.212451279	6.789941484	6.25224703	6.193166579	7.325701492	6.837272024	7.360133181	5.844956734	6.947318716	7.123031918	7.30607177	7.377407452	7.519107887	7.001885598	7.196966455	7.022474149	7.081547987	6.105208797	5.390672416	6.778486833	6.923942851	6.149691874	6.518257633	6.902640367	6.966895984	6.287496803	6.646703624	5.946054806	5.966943871	7.119122722	6.120245336	6.272059175	6.398104604	6.63058972	6.387392886	6.975105786	7.229691451	6.732007254	7.186378486	5.874267118	6.741092838	6.937114036	7.110422683	6.517281055	7.143033766	7.581268173	6.792369848	7.001859065
STEAP1	7.210713052	7.181130985	6.596348519	6.332656671	7.344828432	7.355894188	6.717744133	6.36239714	7.616538246	7.50280922	6.490250337	7.878478151	7.043056309	5.752170393	6.971832783	6.026810947	6.012605529	6.261319664	6.950875755	7.14143417	6.520886501	5.894005023	7.134357745	6.88113903	7.05481598	6.274681824	6.743572443	7.594744325	7.490646117	7.731408684	7.783480513	6.864151748	6.828904813	7.565657259	7.126929199	6.59206317	6.346035478	7.161969798	7.223652161	6.07947663	6.640166563	7.40278768	6.949101588	6.242519781	6.511176356	6.232615931	5.351302848	6.602241669	6.77849265	7.131001874	6.611199748	6.922197841	5.922494619	7.190197503	6.791444887	6.32649491	7.087315791	5.529931419	6.530606905	6.871516283	6.460616507	6.49458765	6.797256575	7.817530253	6.770920374	6.87003373
STAT4	5.511510044	5.215188655	5.965557947	5.741650603	4.998504313	5.115820155	5.148649466	5.31011073	6.176476895	5.387535542	5.440807516	5.194788843	5.364105288	6.433853799	5.105892582	5.002508154	5.633897052	6.891018771	5.552580038	5.716709335	6.286227647	5.646549805	5.86449563	5.180361603	5.569328057	6.079929846	5.462507265	6.264398003	6.275942141	5.249858841	5.350573923	5.120288464	5.325139854	4.273635787	6.233016745	5.277696059	6.463602286	6.177751566	5.833952875	5.530627418	5.750822052	5.037099405	6.518024824	5.85801515	5.353117826	5.888370655	6.090344345	5.1419667	5.940891271	4.6459645	4.747898864	5.692356167	5.224354418	6.339776643	5.204460689	5.106285269	4.679371861	5.346263604	5.124352243	5.639585201	5.831447028	5.521772716	5.300528242	6.756255423	6.092681002	5.800953135
STAT1	8.791685081	8.489337208	8.106931822	7.899293376	9.280542729	8.747510472	8.13909371	7.619604721	7.970588852	7.423998323	8.839272714	7.886790173	7.393651684	7.819932607	7.609917666	7.702331664	8.416917927	7.763491725	7.762318064	7.897896619	9.605227551	7.663515045	7.908744189	8.252681661	8.22280329	7.517734219	7.771308573	9.463079635	9.250543876	8.28225462	8.205919644	8.171076146	8.204340388	7.791971332	7.47115426	7.181794652	8.157006279	7.969968821	7.940681582	7.885885623	8.376602635	8.731548781	7.798880451	7.892681827	8.057994944	8.843474361	7.862419261	7.503768191	8.005903691	7.938497503	7.530632381	8.666430292	7.500047236	8.961221561	8.706311924	7.877810204	8.361728133	7.80042948	7.736356001	8.610334872	7.639765696	7.58838464	8.264503416	7.768185938	8.429283533	7.666504113
STARD8	5.17296289	5.586518086	5.878841381	5.415435402	5.190431052	5.061696102	5.31119552	5.203029527	5.406727112	5.67697342	5.260355373	5.700659883	5.749436372	5.154661468	5.617643692	5.546203221	5.668126403	5.518756993	5.604072307	5.6350056	6.251206234	5.795967587	5.368962963	5.329760115	5.47251998	5.644952229	5.09989824	5.631818263	5.409674129	5.060127233	5.266719601	5.363008517	5.449855519	5.468906415	6.006820974	5.754716805	5.853910045	5.719787538	5.190057661	5.543785054	6.025407759	5.021465382	6.161847826	5.544453719	5.358293521	5.48889749	5.371265906	5.318983781	5.745948318	5.300506416	4.985835399	5.29596525	5.656833908	5.592693889	4.971489626	5.274826858	5.269550539	5.692574324	5.15976421	5.602715108	5.54026903	5.687016626	5.383394536	5.92716086	5.485967171	5.599766438
STAP2	5.86738492	6.146342674	6.406372381	5.174004369	6.139220151	6.739079039	6.021725637	6.566435386	6.266914891	6.137088788	5.660839188	6.190143656	6.518225144	6.550053323	5.940913237	6.136260745	6.472223081	6.026614942	5.126788472	5.278275864	5.823756588	5.879251661	6.448728975	6.19508305	6.534419909	6.282215641	6.774450883	5.586425865	5.904253253	6.225444809	6.105559501	6.692106973	6.493745194	6.461461256	5.025757458	6.116186711	5.357493138	5.5780576	6.786171882	6.406776507	5.362533933	6.3246565	5.373278199	6.290492263	6.182065313	6.709862328	6.417338072	6.615387009	6.491820317	6.375209759	6.136668735	6.682378115	6.635372664	5.787871333	6.612222318	6.136532359	6.073586593	6.248778574	6.098337572	6.277517128	6.556918871	5.654833095	5.765071866	5.819274561	5.793674114	5.49688912
STAP1	4.130166127	4.066255596	3.895341717	4.162641879	3.798090886	4.216719163	4.289187791	3.387751468	3.679089742	4.803032656	3.757730169	3.986621978	4.395326882	4.486210226	3.51905811	4.54694974	4.131492412	4.255478546	4.444401925	4.133604418	4.228539212	4.715906324	3.853394394	4.549678473	3.805865331	4.059016051	4.280895885	5.126695876	5.38507982	3.688500217	3.756974172	3.511787593	3.643810511	3.208292422	4.802963949	3.353774893	6.944429605	5.430846899	3.998382208	3.437005116	4.791341103	3.317364378	5.402277333	4.144336487	3.572063451	3.286740202	3.431297069	4.383226316	3.796095288	3.256175574	3.005618961	4.569948465	3.321325984	4.776141935	3.941433895	3.836217889	3.398357281	3.76101689	3.475222573	4.383806649	3.3285019	4.2904308	3.581818155	5.347030944	5.487619306	4.414351727
STAMBP	7.669788752	7.239792327	7.147579492	6.842654981	7.22744047	7.06573004	6.881001803	7.361195765	7.163406923	6.670465977	6.837647905	7.476052827	7.15274152	6.259129074	6.936171922	6.69418946	7.259008962	6.323184329	6.054795904	6.908127213	6.958403876	6.285559976	6.889745611	7.328251098	6.757352229	6.841581024	7.207994172	7.101291079	7.123427334	7.097755796	7.049396358	7.284481426	7.291027618	7.412211502	6.087395872	6.589212052	6.934001914	6.687786258	7.379911552	6.536741555	6.161227259	6.980080612	6.729041951	6.906183857	6.929745389	6.747199705	6.536084377	6.611781207	6.762454845	7.601863134	7.656661821	7.776801862	6.989790389	7.023203307	6.987112345	7.152553444	6.942694568	6.485783975	7.246630124	7.075099592	6.78881641	6.76966528	7.074276082	6.917675072	6.847980986	6.62550156
STAC	6.389777078	6.337692764	6.737338299	6.693727063	6.3181801	6.081267334	6.299121171	6.112794521	6.246315561	6.533843738	6.559595999	6.521874101	6.391861516	6.607202872	6.883034835	7.098618621	7.339029158	6.371159627	6.822086247	6.675786277	7.47512918	7.211276865	6.680628007	6.507927062	6.642460547	6.708823678	7.290602016	6.710605936	6.473301149	6.899123319	6.848599899	6.676863508	6.756044873	6.359068289	6.37882229	6.623041917	7.477720642	6.968840427	6.780341338	6.337842858	6.603480835	6.579985145	6.466023962	6.541370758	6.501370352	6.156240221	6.414393626	6.177714722	7.177770334	7.816167637	6.726489934	6.435377326	6.888424002	6.296133542	6.303345222	7.855737185	6.285091122	6.89667373	6.039955569	6.533619401	6.40326396	6.200950382	6.438943771	6.945281602	6.22372913	6.695274177
STAB2	4.205371002	3.983069398	3.965716091	5.141365678	4.641983202	4.087926637	3.98662392	4.124577799	3.594761046	4.687841079	4.131807942	5.316597949	4.505869883	3.769801864	4.919238072	5.039711953	4.278810225	4.145628884	5.764019114	3.955415801	5.669786858	4.830451866	4.750661068	4.34681297	4.615372685	4.7178369	4.176615131	7.052186545	7.210706954	3.967457548	4.177160623	4.03461638	4.304813539	3.937841569	4.79669425	4.275052991	7.33135086	6.564849855	4.247577268	4.179277241	4.385897629	4.131917968	4.870563337	4.034644439	4.332774409	3.87599046	4.191756762	3.96455183	3.924017821	3.964090863	3.847759249	4.300293824	4.127095605	4.058276942	4.208107654	4.041325931	4.186297686	4.347600256	4.434153699	3.953716641	4.284409877	4.244542942	3.993584529	4.097230517	4.238658841	4.2507057
STAB1	6.482389305	6.584029322	6.675067466	5.928984697	6.285790931	6.190253187	7.013226393	6.343139413	6.62736572	6.57003011	5.567832271	6.136996385	5.770821664	5.890983689	6.534220043	6.502483124	6.065863153	6.319524821	7.257385133	6.003037073	7.570268094	6.53539263	6.292071086	6.341638995	6.481017487	6.418789223	6.341638995	7.185450934	7.133268156	6.152190977	6.064409325	5.951191072	6.031413931	6.05365026	7.213015421	6.916589644	7.359930969	7.158521623	5.961150326	6.13359057	7.264898218	6.005631462	7.034996815	6.37241279	6.135175369	5.900744859	6.148148036	6.244530168	7.167213078	6.302845507	5.557755628	6.218772226	5.776242499	6.86240833	6.005992624	5.548264279	6.206255099	6.238537257	6.075487346	6.287123321	5.970487685	6.915731284	6.594706905	7.126852422	6.420731151	6.256710582
ST8SIA3	3.432266948	2.975483281	3.239985238	3.493740207	3.398490933	3.038702792	3.010146025	3.268135371	3.288505244	3.219683126	3.246172077	3.361181883	3.293026183	3.810301181	3.379617197	3.268898574	2.937413632	4.300129916	3.339529365	3.43509687	3.431335075	3.594394766	3.143573692	3.414839145	2.914249649	4.447509432	3.927782656	2.559349976	2.508627998	2.871810197	3.027810779	3.265897297	3.450273576	2.898671745	2.904438979	3.462952475	2.819385721	2.549287964	2.791429116	3.933138385	2.980314825	3.765794208	3.072672404	4.446768469	3.531421333	4.538402389	4.785949514	4.250144175	3.673166783	2.882531165	3.610882973	3.917017939	3.132892607	3.165932727	4.554336113	3.24810921	3.793316949	3.268858812	3.594746815	4.018602398	3.513187772	2.841301847	3.18566586	2.798668669	3.008562953	3.194537395
ST8SIA1	3.209651445	2.664382283	3.103221292	3.222009725	3.136767486	2.998168685	2.930066702	3.051816747	3.076111148	3.287050637	2.962679454	3.137571907	2.595352283	3.384260268	3.280750211	3.352784532	3.076111148	3.071925812	3.044495366	3.696821733	3.0857886	3.118116464	3.188230733	2.841753485	3.076111148	2.949063264	3.317049231	3.149320046	3.193928663	2.923657658	3.079869418	2.937638542	2.907552414	2.869007243	2.95786641	2.904337129	4.497188367	2.949945953	2.956553037	2.794424285	3.359036749	3.18229461	4.709802379	3.130055018	2.856427365	3.079152306	2.891941544	2.918516858	3.02818899	3.102447164	2.842137989	2.803283088	2.884227711	3.743104802	2.871542593	2.863628546	2.863560329	3.004093586	2.900422743	3.121268982	2.668851926	3.21291642	3.082205598	3.111762865	3.234808831	3.174865018
ST6GALNAC1	7.717288224	6.857495681	8.81393549	5.692457311	9.324809605	8.852239006	7.62392193	7.613563015	7.884969117	7.622948522	7.613230013	7.091220593	6.850222003	6.849842423	6.260679789	8.414063817	6.22928992	6.172807206	4.909753062	4.945143281	4.775928524	4.257827827	6.918312734	7.616742724	6.24740178	5.060246917	7.365886881	5.900820832	5.919819082	9.094029667	8.899775779	8.082427535	8.087030759	7.74815681	5.858152176	4.081228481	6.826834317	7.082704681	8.624119233	4.95867412	4.473772443	7.350539814	5.803993655	6.311079104	6.247667286	5.805223295	4.859643042	8.235803846	5.244797063	4.299830958	7.494297947	7.821652869	7.790525333	6.54971377	6.90448251	8.06875833	8.161867575	5.93700817	8.23300718	7.453201444	7.701452099	8.017174048	7.816281994	7.045274175	5.756770469	5.542600706
ST14	7.553809142	7.800001197	7.81275194	7.0689733	8.518576908	7.995725537	7.478275461	8.08859024	7.732290051	6.620811431	7.417223337	7.600766653	6.793595381	7.332799197	6.876312225	7.514656174	7.429978037	6.92836123	7.268894453	7.392450819	6.323983425	8.155202505	7.812133785	7.605712146	7.694774922	7.472265015	7.484868171	6.679205892	6.646132655	7.667330777	7.910605785	7.975245918	8.156841266	7.554126518	6.445421591	7.023945605	7.023438225	7.117243822	7.793637955	7.298815813	6.414727848	7.785637501	6.554357473	7.61866288	7.829800561	7.459217752	7.574614976	7.350306827	7.586645294	7.374610465	8.24751283	8.043927585	7.515955686	7.452166243	7.975917997	7.943390651	8.397023165	7.460630055	7.623402291	7.190725214	7.668089812	7.493459684	8.32810707	7.067808985	7.129235927	7.239255126
SSTR4	4.014195362	4.202234329	4.078830386	4.439629382	3.639942131	4.135486587	4.230301641	4.140448182	4.427523599	4.156051617	4.059408867	3.828393474	4.416761784	4.529821355	4.50769351	4.38167755	4.379169773	4.427523599	4.564975151	4.187850179	4.275478288	4.728834488	4.121941295	4.194958832	4.230612841	4.49529863	4.016357491	4.482565989	4.053666812	4.030472328	4.245753822	4.088485921	3.986672559	4.391095624	4.294012791	4.923447726	4.252500232	4.177276976	4.14020111	4.540158792	4.195583674	4.044611746	4.137018005	4.137176911	4.496917216	3.914289635	4.486191542	4.08554302	4.009744518	3.965733783	4.230008089	3.874643691	4.650406492	4.215750395	4.041062109	4.327050186	4.220717174	4.557558442	4.071133101	4.443258993	4.554736911	4.417883775	4.049951435	4.159702689	4.070223468	4.848910419
SST	7.989116946	6.589924456	6.935712253	5.965477531	5.820988092	5.598469756	5.697745659	6.177555261	5.177809238	8.898096539	8.162704374	5.486789572	5.829807642	8.18714544	9.191878466	6.602546964	5.399505335	11.88095025	6.181224078	8.209191246	9.722887178	11.92937293	8.023631576	10.18746324	12.93861663	7.010367781	8.842737776	3.211442928	3.148812891	7.709695536	7.489130664	9.435325158	9.429036105	5.49424275	9.208286246	7.439227512	2.949431029	3.011538464	9.344699247	8.923035782	8.345926923	6.660679735	9.930384896	9.024998553	7.921455376	9.826963157	9.982898884	9.899409912	7.179880649	3.10632623	6.639597025	9.772740086	8.578658393	7.632717087	8.430755224	7.476004624	8.076038339	9.345039225	10.15784181	9.062435405	8.699113667	3.006253754	9.815788611	6.875046424	8.21608416	9.020374083
SSR4	9.857336937	10.15316948	10.04086559	9.082188026	10.03450097	9.899727136	10.32075702	9.977577899	10.72508684	9.98233764	11.38439399	9.304900721	10.14241039	9.397560524	9.884370088	10.34444078	9.959951014	10.10998102	10.17427156	9.771847073	9.763152409	10.02799534	10.16765474	9.956693878	9.83811261	9.620107845	10.16765474	9.864368342	9.828775702	10.1078678	9.90849116	10.0038158	9.845264141	9.586221872	9.484918178	10.68527579	9.952480847	9.879877552	10.27722708	10.13258746	9.986628007	10.23189844	10.02159491	10.21965197	10.0481593	9.810315283	10.57561421	9.574812271	10.1726643	9.408601856	9.860957788	10.13061991	10.65991455	9.820281372	9.641531125	9.478816923	9.374562056	11.34272422	9.939597376	10.15938439	10.51891344	9.90062461	9.463096717	10.28603179	9.782237698	10.6230714
SSR3	9.374294488	9.087500086	9.237071248	8.510549016	9.569672432	9.123004436	9.089630913	9.190343552	9.460908763	9.203286377	9.479810663	8.348541839	8.491321143	8.700222583	9.155189206	8.492542647	8.856234585	8.912004851	10.4181324	8.768343702	8.916670392	8.492208931	9.143269872	9.03859919	9.509652192	8.645188346	8.93320958	9.103236676	9.198990218	8.992156952	8.894880295	9.014451212	8.729976624	9.32307275	8.429618715	9.314595786	8.761576683	8.607508085	9.212752353	9.155072251	8.677089727	10.31017445	8.509919088	9.148215031	8.81923893	8.879637555	9.236845691	8.523963519	9.242391011	9.685846801	9.448250721	9.255037914	9.11350676	8.909024046	8.755182607	8.648865864	9.169809101	9.713024337	9.137049855	8.857636256	9.054146071	9.056423426	8.661900913	9.068656466	8.913449088	9.360351128
SRPX2	5.544590353	5.641614477	5.801074824	7.163339955	5.917882999	6.03744689	6.363145147	5.674931132	5.876636247	6.082064906	6.583256079	6.437095301	6.86383505	5.405645604	6.313022432	6.928655157	6.838007506	5.889732123	6.295918931	7.188688514	4.764321363	6.504798008	6.669494158	5.693329001	6.410314544	5.677893672	5.748568683	6.277842329	6.494770312	6.953442119	6.66344497	6.399053749	6.314721142	7.110085962	6.414057974	4.870002332	5.239295634	6.040156014	6.603766314	6.181873741	5.428052073	6.841701488	5.224523936	6.499147277	5.466241829	6.433785358	5.488541564	5.872386319	7.267393028	6.046722104	7.195630432	6.229382097	5.256519746	6.766623391	6.238685737	5.749029843	6.955051238	4.987791056	5.966587192	5.713303538	5.041236967	6.799284998	6.392491657	6.259920806	6.811749302	5.776760508
SRPX	8.398832582	7.788504975	8.163016133	7.162501901	7.168141214	6.310830083	7.594606823	6.742657448	7.239340186	7.081393312	7.406489931	7.130149374	6.987705892	8.314100624	7.01664336	7.431274253	6.282380432	9.912586247	8.743630471	6.852038803	8.425638005	7.501654729	7.925268273	8.774440042	8.742278881	6.755941174	7.660908139	6.94186455	6.99167477	6.707687154	6.468857387	6.932559481	6.897041237	6.628212079	9.547445637	8.0779476	7.450200327	8.457439765	7.033612236	7.335412209	9.128151693	6.706697093	9.509059797	8.501687567	7.254059972	7.817994852	7.557497765	8.757385372	7.978701561	7.506229937	6.684784395	7.321412894	7.367252833	8.121757301	7.044451243	6.381589414	6.93469401	7.467752238	7.862601193	7.297978063	8.171872997	7.205797595	8.784203757	8.422128345	8.024300346	7.64463416
