0	2.4174e+05	9.9632e+05	39530	9.9076e+05	2.4653e+05	5.9877e+05	6.0534e+05	2.3997e+05	7.5062e+05	6.917e+05	2.3768e+05	2.8658e+05	8.5568e+05	5.7092e+05	6.8451e+05	9.2708e+05	2.2312e+05	1.2252e+05	1.2447e+05	53968	1.3775e+05	2.4609e+05	4.3942e+05	9.6213e+05	2.0871e+05	6.083e+05	35402	35550	9.5233e+05	9.5051e+05	2.4932e+05	2.4969e+05	9.1684e+05	4.6054e+05	5.9968e+05	4.7547e+05	1.0896e+05	97617	2.1657e+05	1.1021e+05	2.4008e+05	1.0674e+05	8.1646e+05	8.3508e+05	2.35e+05	6.19e+05	9.5302e+05	1.4618e+05	1.6841e+05	9.4476e+05	4.482e+05	2.1076e+05	1.6081e+05	8.7166e+05	2.3922e+05	9.8484e+05	4.746e+05	2.4526e+05	7.8794e+05	3.1013e+05	1.7137e+05	2.4138e+05	1.3054e+05	4.4479e+05	7.6463e+05
2.4174e+05	0	79469	9.3855e+05	4.8186e+05	5.8076e+05	2.3504e+05	2.5017e+05	5.4391e+05	2.032e+05	5.7989e+05	6.0338e+05	9.2294e+05	4.9609e+05	9.494e+05	2.9249e+05	8.7713e+05	76770	4.119e+05	3.4459e+05	2.207e+05	2.3458e+05	6.2585e+05	1.8223e+05	2.382e+05	5.357e+05	7.1385e+05	67495	98713	89064	90021	2.6998e+05	2.6203e+05	2.3172e+05	3.9801e+05	1.7167e+05	6.182e+05	6.2909e+05	99730	2.1498e+05	2.5453e+05	5.3068e+05	4.1934e+05	6.8772e+05	3.5772e+05	7.3782e+05	1.6058e+05	88345	6.9361e+05	7.1149e+05	6.8003e+05	1.7146e+05	48132	5.2949e+05	2.4569e+05	5.4316e+05	3.6863e+05	1.0189e+05	3.1499e+05	89647	71698	5.418e+05	3.1726e+05	1.8475e+05	7.251e+05	2.0922e+05
9.9632e+05	79469	0	2.8899e+05	9.3147e+05	2.4864e+05	9.2634e+05	6.0094e+05	2.4892e+05	1.0043e+06	8.486e+05	2.4829e+05	9.3923e+05	9.1515e+05	5.8325e+05	7.2475e+05	9.5182e+05	1.5089e+05	2.1776e+05	1.7855e+05	69142	79007	2.5661e+05	2.8773e+05	9.1656e+05	1.2474e+05	6.4775e+05	45747	45506	9.4201e+05	9.468e+05	2.5061e+05	2.5243e+05	9.2899e+05	6.3447e+05	3.9577e+05	2.1994e+05	1.5269e+05	81151	2.1061e+05	2.0978e+05	6.2871e+05	1.0483e+05	7.1946e+05	4.0286e+05	2.3309e+05	1.8635e+05	9.7961e+05	2.3513e+05	89951	4.4391e+05	6.1935e+05	2.0737e+05	2.3816e+05	2.9267e+05	2.8778e+05	9.5253e+05	1.5322e+05	2.4658e+05	2.1278e+05	1.0654e+05	1.5488e+05	2.4324e+05	1.4032e+05	8.3953e+05	1.6446e+05
39530	9.3855e+05	2.8899e+05	0	2.6241e+05	9.0202e+05	3.1521e+05	8.9574e+05	1.8403e+05	2.9028e+05	8.4683e+05	8.9677e+05	9.8484e+05	7.1508e+05	1.0204e+06	5.7918e+05	8.7146e+05	69243	5.5192e+05	7.6798e+05	2.5148e+05	81292	4.6833e+05	1.7399e+05	4.0214e+05	8.6217e+05	1.2381e+05	2.1317e+05	2.1001e+05	3.0582e+05	3.1035e+05	68128	82676	3.0455e+05	7.6599e+05	70108	8.8641e+05	3.8839e+05	1.2852e+05	1.4931e+05	7.5085e+05	1.7913e+05	7.5046e+05	60895	2.0548e+05	1.8048e+05	83612	2.5243e+05	6.4013e+05	8.2759e+05	2.7044e+05	1.5815e+05	43817	8.6218e+05	2.2738e+05	5.1299e+05	5.92e+05	80125	3.9365e+05	43223	54540	9.8876e+05	2.9658e+05	9.741e+05	7.5345e+05	88959
9.9076e+05	4.8186e+05	9.3147e+05	2.6241e+05	0	2.8812e+05	8.9769e+05	5.7259e+05	8.8695e+05	9.0597e+05	8.8449e+05	7.8816e+05	3.8408e+05	5.0199e+05	6.6048e+05	7.9728e+05	8.5151e+05	45947	3.7897e+05	1.2999e+05	55843	49425	8.9759e+05	3.9086e+05	4.3133e+05	1.7993e+05	1.4543e+05	37930	39885	9.2883e+05	9.1955e+05	1.2077e+05	3.329e+05	8.9876e+05	1.6037e+05	45225	3.639e+05	2.4112e+05	5.4738e+05	2.4385e+05	74729	3.4539e+05	1.14e+05	3.0037e+05	86281	3.8716e+05	1.2103e+05	8.6037e+05	2.3565e+05	82757	3.7657e+05	8.5285e+05	75240	2.6727e+05	9.3942e+05	9.2531e+05	9.5383e+05	1.2687e+05	5.5179e+05	1.021e+05	76507	2.1658e+05	9.0031e+05	77297	8.8463e+05	60120
2.4653e+05	5.8076e+05	2.4864e+05	9.0202e+05	2.8812e+05	0	1.0007e+06	2.4412e+05	9.9019e+05	2.8756e+05	9.9714e+05	8.6305e+05	7.1532e+05	8.998e+05	5.709e+05	9.3725e+05	7.9817e+05	33717	3.137e+05	2.2443e+05	1.567e+05	46872	9.2136e+05	90376	2.0702e+05	2.1559e+05	3.1955e+05	56592	85409	7.6482e+05	2.5805e+05	95033	2.0335e+05	7.948e+05	4.0467e+05	1.1603e+05	4.8267e+05	8.01e+05	1.6387e+05	4.8647e+05	1.9841e+05	2.3106e+05	3.3557e+05	4.9807e+05	1.9803e+05	7.26e+05	1.4842e+05	2.324e+05	7.1762e+05	7.2929e+05	2.0388e+05	1.2683e+05	85100	8.2632e+05	2.4572e+05	1.0203e+06	9.895e+05	78868	4.7788e+05	94564	83828	8.7907e+05	4.7905e+05	4.4248e+05	7.0748e+05	84475
5.9877e+05	2.3504e+05	9.2634e+05	3.1521e+05	8.9769e+05	1.0007e+06	0	6.2127e+05	9.557e+05	7.7878e+05	9.864e+05	9.4708e+05	8.4616e+05	9.1051e+05	5.8913e+05	9.6571e+05	8.4962e+05	57072	3.8547e+05	2.6156e+05	86235	93081	7.0638e+05	4.9797e+05	3.7383e+05	3.786e+05	9.6551e+05	85203	1.264e+05	1.0123e+06	1.0177e+06	2.5146e+05	2.6639e+05	3.1506e+05	5.0514e+05	2.2809e+05	2.6471e+05	1.3151e+05	74002	1.164e+05	1.1156e+05	6.9855e+05	3.9126e+05	5.1889e+05	2.1256e+05	5.7266e+05	1.0893e+05	5.0006e+05	1.9837e+05	3.4866e+05	2.2821e+05	6.5221e+05	83400	2.4228e+05	7.4722e+05	7.417e+05	9.8839e+05	77829	6.5349e+05	1.0942e+05	97959	4.6445e+05	6.6307e+05	2.7947e+05	7.2384e+05	85794
6.0534e+05	2.5017e+05	6.0094e+05	8.9574e+05	5.7259e+05	2.4412e+05	6.2127e+05	0	2.3367e+05	6.2403e+05	6.6097e+05	2.3787e+05	3.4366e+05	4.1113e+05	3.7006e+05	5.2093e+05	4.0182e+05	76907	4.4032e+05	4.3622e+05	2.2668e+05	55737	1.4808e+05	1.9277e+05	1.9783e+05	59592	3.636e+05	85440	96307	6.2478e+05	6.2858e+05	2.3548e+05	2.3789e+05	1.743e+05	5.1e+05	55486	8.2687e+05	1.9904e+05	42182	1.8096e+05	1.6909e+05	1.6048e+05	1.1242e+05	3.9601e+05	5.5212e+05	2.0468e+05	2.1872e+05	6.1891e+05	3.3583e+05	6.4526e+05	5.2043e+05	5.7701e+05	3.3517e+05	1.8077e+05	5.5824e+05	4.9331e+05	5.8887e+05	46054	4.0731e+05	4.8373e+05	1.6071e+05	4.7411e+05	6.8685e+05	2.2613e+05	5.9387e+05	2.4975e+05
2.3997e+05	5.4391e+05	2.4892e+05	1.8403e+05	8.8695e+05	9.9019e+05	9.557e+05	2.3367e+05	0	9.775e+05	9.1105e+05	9.4941e+05	7.2481e+05	9.0287e+05	6.3682e+05	9.3509e+05	9.2729e+05	71394	1.1984e+05	49270	46533	74126	8.8591e+05	1.9628e+05	4.3293e+05	1.145e+05	9.568e+05	67086	75481	7.2899e+05	7.233e+05	6.7973e+05	8.6554e+05	3.0214e+05	6.2111e+05	3.7374e+05	1.5664e+05	6.8617e+05	1.5444e+05	1.6379e+05	2.7648e+05	4.0422e+05	1.2538e+05	9.2017e+05	2.4063e+05	8.3681e+05	1.9416e+05	6.4158e+05	3.45e+05	3.6197e+05	5.9368e+05	5.0023e+05	2.5903e+05	4.6826e+05	5.6565e+05	9.5799e+05	9.4551e+05	3.2014e+05	8.436e+05	2.1125e+05	1.4999e+05	6.7524e+05	8.6393e+05	3.7027e+05	6.3638e+05	4.8852e+05
7.5062e+05	2.032e+05	1.0043e+06	2.9028e+05	9.0597e+05	2.8756e+05	7.7878e+05	6.2403e+05	9.775e+05	0	9.473e+05	8.7901e+05	3.2289e+05	3.9595e+05	2.5247e+05	9.962e+05	8.1867e+05	1.2367e+05	1.435e+05	1.758e+05	70504	87444	8.1532e+05	2.9015e+05	4.9178e+05	2.3261e+05	4.4509e+05	39177	38512	9.9073e+05	9.9786e+05	8.8405e+05	1.0009e+06	9.0684e+05	4.1807e+05	4.7444e+05	2.7926e+05	61632	1.3128e+05	2.4249e+05	82740	7.2162e+05	1.7545e+05	8.0483e+05	4.601e+05	8.5114e+05	4.4278e+05	9.7635e+05	7.0811e+05	54567	8.8564e+05	9.7218e+05	4.3353e+05	1.0056e+05	2.909e+05	9.6219e+05	9.606e+05	4.8779e+05	9.7501e+05	5.9015e+05	7.4578e+05	65522	9.5552e+05	85379	9.8824e+05	4.4035e+05
